Year,Team,Name,G,Min,Pts,PPG,FGM,FGA,FGP,FTM,FTA,FTP,3PM,3PA,3PP,REB,RPG,AST,APG,STL,BLK,TO,MPPS,OEPM,DEPM
1995,DAL,Donald Hodge,13,113,18,1.4,9,24,.375,0,0,.000,0,0,.000,22,1.7,4,0.3,1,8,2,0.0287,0.0063,0.0085
1995,DEN,Mahmo Abdul-rauf,57,2029,1095,19.2,414,955,.434,146,157,.930,121,309,.392,138,2.4,389,6.8,64,3,115,0.5155,0.5084,0.0604
1995,DEN,Dale Ellis,81,2626,1204,14.9,459,959,.479,136,179,.760,150,364,.412,315,3.9,139,1.7,57,7,98,0.6672,0.395,0.104
1995,DEN,Bryant Stith,82,2810,1119,13.6,379,911,.416,320,379,.844,41,148,.277,400,4.9,241,2.9,114,16,157,0.7139,0.4635,0.1501
1995,DEN,Antonio McDyess,76,2280,1020,13.4,427,881,.485,166,243,.683,0,4,.000,572,7.5,75,1.0,54,114,154,0.5793,0.3051,0.2021
1995,DEN,Don Maclean,56,1107,625,11.2,233,547,.426,145,198,.732,14,49,.286,205,3.7,89,1.6,21,5,68,0.2813,0.2293,0.0617
1995,DEN,Dikembe Mutombo,74,2713,814,11.0,284,569,.499,246,354,.695,0,1,.000,871,11.8,108,1.5,38,332,150,0.6893,0.2929,0.3412
1995,DEN,Laphonso Ellis,45,1269,471,10.5,189,432,.438,89,148,.601,4,22,.182,322,7.2,74,1.6,36,33,83,0.3224,0.1635,0.106
1995,DEN,Jalen Rose,80,2134,803,10.0,290,604,.480,191,277,.690,32,108,.296,260,3.3,495,6.2,53,39,234,0.5422,0.4761,0.0986
1995,DEN,Tom Hammonds,71,1045,342,4.8,127,268,.474,88,115,.765,0,0,.000,223,3.1,23,0.3,23,13,48,0.2655,0.1102,0.0696
1995,DEN,Reggie Williams,52,817,241,4.6,94,254,.370,33,39,.846,20,89,.225,122,2.3,74,1.4,34,21,51,0.2076,0.099,0.0506
1995,DEN,Reggie Slater,4,26,14,3.5,6,11,.545,2,5,.400,0,0,.000,7,1.8,2,0.5,1,1,3,0.0066,0.0044,0.0025
1995,DEN,Doug Overton,55,607,182,3.3,67,178,.376,40,55,.727,8,26,.308,63,1.1,106,1.9,13,5,40,0.1542,0.1068,0.0225
1995,DEN,Matt Fish,16,117,40,2.5,15,26,.577,10,18,.556,0,0,.000,18,1.1,7,0.4,3,6,3,0.0297,0.0159,0.0076
1995,DEN,Randy Woods,8,72,19,2.4,6,22,.273,2,2,1.000,5,21,.238,6,0.8,12,1.5,6,1,5,0.0183,0.0109,0.0041
1995,DEN,Greg Grant,10,109,14,1.4,6,23,.261,0,0,.000,2,6,.333,7,0.7,14,1.4,2,0,5,0.0277,0.0103,0.0025
1995,DEN,Rastko Cvetkovic,14,48,10,0.7,5,16,.313,0,4,.000,0,1,.000,11,0.8,3,0.2,2,1,3,0.0122,0.0035,0.0039
1995,DEN,Elmore Spencer,6,21,0,0.0,0,1,.000,0,0,.000,0,0,.000,4,0.7,0,0.0,0,0,3,0.0053,-0.0008,0.001
1995,DET,Grant Hill,80,3260,1618,20.2,564,1221,.462,485,646,.751,5,26,.192,783,9.8,548,6.9,100,48,263,0.8283,0.7808,0.2523
1995,DET,Allan Houston,82,3072,1617,19.7,564,1244,.453,298,362,.823,191,447,.427,300,3.7,250,3.0,61,16,233,0.7805,0.5703,0.1045
1995,DET,Otis Thorpe,82,2841,1161,14.2,452,853,.530,257,362,.710,0,4,.000,688,8.4,158,1.9,53,39,195,0.7218,0.401,0.2074
1995,DET,Joe Dumars,67,2193,793,11.8,255,598,.426,162,197,.822,121,298,.406,138,2.1,265,4.0,43,3,97,0.5572,0.3695,0.0524
1995,DET,Terry Mills,82,1656,769,9.4,283,675,.419,121,157,.771,82,207,.396,352,4.3,98,1.2,42,20,98,0.4207,0.2572,0.1118
1995,DET,Lindsey Hunter,80,2138,679,8.5,239,628,.381,84,120,.700,117,289,.405,194,2.4,188,2.4,84,18,80,0.5432,0.281,0.087
1995,DET,Michael Curry,41,749,201,4.9,70,151,.464,41,58,.707,20,50,.400,80,2.0,26,0.6,23,2,23,0.1903,0.0705,0.0297
1995,DET,Theo Ratliff,75,1305,341,4.5,128,230,.557,85,120,.708,0,1,.000,297,4.0,13,0.2,16,116,56,0.3316,0.1014,0.1184
1995,DET,Don Reid,69,997,263,3.8,106,187,.567,51,77,.662,0,0,.000,203,2.9,11,0.2,47,40,41,0.2533,0.0756,0.0822
1995,DET,Mark West,47,682,150,3.2,61,126,.484,28,45,.622,0,0,.000,133,2.8,6,0.1,6,37,35,0.1733,0.0398,0.0478
1995,DET,Mark Macon,23,287,74,3.2,29,67,.433,9,11,.818,7,15,.467,22,1.0,16,0.7,15,0,9,0.0729,0.0279,0.0113
1995,DET,Stephen Bardo,9,123,22,2.4,9,23,.391,4,6,.667,0,4,.000,22,2.4,15,1.7,4,1,5,0.0313,0.0139,0.0074
1995,DET,Eric Leckner,18,155,44,2.4,18,29,.621,8,13,.615,0,0,.000,34,1.9,1,0.1,2,4,11,0.0394,0.011,0.0107
1995,DET,Lou Roe,49,372,90,1.8,32,90,.356,24,32,.750,2,9,.222,78,1.6,15,0.3,10,8,17,0.0945,0.0332,0.0262
1995,GSW,Latrell Sprewell,78,3064,1473,18.9,515,1202,.428,352,446,.789,91,282,.323,380,4.9,328,4.2,127,45,224,0.7785,0.5943,0.1592
1995,GSW,Joe Smith,82,2821,1251,15.3,469,1024,.458,303,392,.773,10,28,.357,717,8.7,79,1.0,85,134,138,0.7167,0.4049,0.2571
1995,GSW,Tim Hardaway,52,1487,735,14.1,255,606,.421,140,182,.769,85,232,.366,131,2.5,360,6.9,74,11,125,0.3778,0.3963,0.065
1995,GSW,Chris Mullin,55,1617,734,13.3,269,539,.499,137,160,.856,59,150,.393,159,2.9,194,3.5,75,32,122,0.4108,0.3012,0.0791
1995,GSW,B.j. Armstrong,82,2262,1012,12.3,340,727,.468,234,279,.839,98,207,.473,184,2.2,401,4.9,68,6,128,0.5747,0.5133,0.0746
1995,GSW,Rony Seikaly,64,1813,776,12.1,285,568,.502,204,282,.723,2,3,.667,499,7.8,71,1.1,40,69,180,0.4606,0.2438,0.1639
1995,GSW,Kevin Willis,28,778,315,11.3,130,300,.433,54,77,.701,1,4,.250,218,7.8,19,0.7,13,16,62,0.1977,0.0889,0.0654
1995,GSW,Chris Gatling,47,862,426,9.1,171,308,.555,84,132,.636,0,1,.000,242,5.1,26,0.6,19,29,60,0.219,0.1292,0.0779
1995,GSW,Bimbo Coles,29,733,228,7.9,87,218,.399,29,38,.763,25,82,.305,59,2.0,126,4.3,31,5,48,0.1862,0.1251,0.0284
1995,GSW,Jerome Kersey,76,1620,510,6.7,205,500,.410,97,147,.660,3,17,.176,363,4.8,114,1.5,91,45,75,0.4116,0.2003,0.1412
1995,GSW,Donyell Marshall,62,934,342,5.5,125,314,.398,64,83,.771,28,94,.298,213,3.4,49,0.8,22,31,48,0.2373,0.119,0.0723
1995,GSW,Jon Barry,68,712,257,3.8,91,185,.492,31,37,.838,44,93,.473,63,0.9,85,1.3,33,11,42,0.1809,0.1111,0.0321
1995,GSW,Clifford Rozier,59,723,184,3.1,79,135,.585,26,55,.473,0,2,.000,171,2.9,22,0.4,19,30,40,0.1837,0.0558,0.0602
1995,GSW,Andrew Declercq,22,203,59,2.7,24,50,.480,11,19,.579,0,1,.000,39,1.8,9,0.4,7,5,4,0.0516,0.0219,0.0142
1995,GSW,Robert Churchwell,4,20,6,1.5,3,8,.375,0,0,.000,0,0,.000,3,0.8,1,0.3,0,0,2,0.0051,0.0016,0.0008
